sn_id,sn_content,sent,sent_CAT,sent_NEU,sent_NEG,sent_POS
G_1,"Pues estaba mas pequeña y la verdad, en esa foto salgo en Casa Congo. Creo que estaba recibiendo clase, de ecología.. porque me enseñas un poco mas acerca de la naturaleza, a aprender sobre diferentes especies de aves, de los arboles. Y es bien bonito aprender. Estaba en el Casa Congo antiguo que no era tan remolido como es ahorra.","AnalyzerOutput(output=POS, probas={POS: 0.839, NEU: 0.155, NEG: 0.006})",POS,0.15540851652622223,0.005841842852532864,0.8387496471405029
G_2,"En este imagen se ve mucho la interacción entre los arboles con los seres humanos, porque están en un ambiente de paisaje, como un jardín. Porque si observamos en esta, esta frente a la casa, y aqui esta el pozo. Son arboles que nos brindan la sombra. Este árbol es Marango (Moringa oleifera), sirve para cocimento medicinales. Si estás con gripe el secate de limón o el marengo sirven para eso. Eso palos son los postes para jalar la agua pero ahorra ya tenemos la bomba.","AnalyzerOutput(output=NEU, probas={NEU: 0.950, POS: 0.038, NEG: 0.012})",NEU,0.9502131342887878,0.012270716950297356,0.03751612454652786
G_3,"Ese árbol esta cerca de la casa es esa allí que ya boto todos las hojas. Pues ese árbol, antes cuando no estaba esa pequeña techado, brindaba sombra para esa familia, porque sirve para sombra verdad, y si nada  mas que cuando bota sus hojas es mucha basura. Aunque la misa hoja sirve como abono para la tierra. ","AnalyzerOutput(output=NEU, probas={NEU: 0.750, NEG: 0.246, POS: 0.004})",NEU,0.7499549984931946,0.2457125037908554,0.004332507494837046
G_4,"Ese árbol es frutal, es un árbol de papaturro. Es como una florecita como que echa, y te comes los petalitos. Desde que tengo memoria existe ese palo. - tuve bonita andando tomando fotos a los arboles por que, ademas que nos ayudan porque sin ellos no podemos vivir porque ellos nos dan el oxigeno.","AnalyzerOutput(output=NEU, probas={NEU: 0.710, POS: 0.284, NEG: 0.006})",NEU,0.7098889946937561,0.006432423368096352,0.2836785316467285
K_1,Estamos al lado de donde tenias el jardín usted con la papaya. El Agua como el sol es importante para las plantas.,"AnalyzerOutput(output=NEU, probas={NEU: 0.812, POS: 0.184, NEG: 0.004})",NEU,0.8122721910476685,0.003973716404289007,0.18375402688980103
K_2,"La importancia la naturaleza hace los animales. Porque me gusto que estas [vacas] están casi cerca de adonde hacia sombra. Y [las gallinas] adarvan comiendo bichos de la naturaleza. Esta es un medio de trabajo del ser humanos, los campesinos, es una careta de buey.","AnalyzerOutput(output=NEU, probas={NEU: 0.655, POS: 0.323, NEG: 0.022})",NEU,0.6546633839607239,0.022223694249987602,0.3231129050254822
K_3,Esa la tome porque mire que el Matteo estaba feliz jugando. Y al mismo tiempo me llama el atención cuando yo sembremos  esta plantita era pequeña y creció a un monstruo. Matteo la regaba. ,"AnalyzerOutput(output=NEU, probas={NEU: 0.622, POS: 0.373, NEG: 0.005})",NEU,0.6219097971916199,0.005190616473555565,0.3728996217250824
K_4,"Esa la tome por lo lindo que se miraba las arboles verdes, la naturaleza. Lo fresco de la naturaleza. Estamos en mi casa mirando al campo hacia arriba. ","AnalyzerOutput(output=POS, probas={POS: 0.942, NEU: 0.058, NEG: 0.001})",POS,0.05752328783273697,0.0008449220913462341,0.9416317939758301
K_5,"Los pollitos estaba bien pequeñitos y ese día salieron afuera porque lo los tenia adentro, los cuidaba. Y ellos decidieron salir y entonces los deje y ellos estaban como rascando y comiendo los bichitos que allí cerca. Fue su primer día fuera de casa en el campo. Ellos crecen se ponen huevos y otros se comen para alimento. ","AnalyzerOutput(output=NEU, probas={NEU: 0.594, POS: 0.402, NEG: 0.004})",NEU,0.5940160751342773,0.004171339329332113,0.40181267261505127
K_6,"Lo importancia de la fuego para la alimentación porque tenemos que cocinar. Y no hay cosa más rica que comer comida de leña, es riquísimo. Alli estábamos cocinando algunos frijoles del campo que cosechamos nosotros mismos. Usando madera vieja, que se va a recoger al campo de arboles que va están caídos, están secos y entonces se utiliza… ","AnalyzerOutput(output=POS, probas={POS: 0.948, NEU: 0.051, NEG: 0.001})",POS,0.05053844675421715,0.0010370645904913545,0.9484245181083679
K_7,"Esa es una plantita que nosotros sembramos que se llama pipián. Estaba en procedimiento de crecimiento para tener cosecha. Cosechamos la verdura y cocinamos con la leña. - La naturaleza nos da toda las herramientas para que nosotros produzcamos nuestro propio alimento. Nosotros criamos las gallinas, podemos plantar la fruta, la verdura. Podemos sembrarla, cocinarla. Entonces la misma naturaleza nos da herramientas a nosotros para la sobrevivencia. - necesitamos cuidarla un poco mas y no hacer cosas que perjudiquen pro ella nos beneficia pero también ha que cuidarla… para tener también hay que dar. ","AnalyzerOutput(output=NEU, probas={NEU: 0.651, POS: 0.346, NEG: 0.003})",NEU,0.6514232754707336,0.0027652238495647907,0.34581154584884644
MRO_1,"La segunda foto es un grupo de jóvenes, estamos viendo capacitado para ser guardianes de la naturaleza y así aportar un granito de arena a la conservación que se esta haciendo al nivel mundial… Y así tener mas amor aprópianos de la conocimiento de la naturaleza. Aqui estamos en Casa Congo, en la aula verde. El aula verde es un lugar adonde estamos arrodillados de la naturaleza no estamos en un aula de cuatro paredes hecha de cemento y bloque sino que estamos al aire libre utilizando herramientas que nos brinda la naturaleza, pedazos de madera, que nos utilizamos como mesas y sillas la misma vez para no dañar ya lo que ya esta. ","AnalyzerOutput(output=POS, probas={POS: 0.723, NEU: 0.271, NEG: 0.006})",POS,0.27129971981048584,0.005673205014318228,0.7230271100997925
MRO_2,"Al fondo se ve una señora que esta en una silla mecedora. Y en el callejón. De casualidad sale mi dedo, fue un error, pero esta foto tiene como objectivo de que esta señora le tome esta foto porque esta señora tiene amor a la naturaleza porque no bota basura, en la foto se puede ver como hojas secas pero es las hojas secas que botan los arbol, y estas ella bota al orilla, y algunas veces la dejaba al orilla de los arboles. Ella trasmitía felicidad y amor hacia la naturaleza y ella lo demostraba no con palabras pero con acción que en su patio de su casa se hecha de notar","AnalyzerOutput(output=POS, probas={POS: 0.831, NEU: 0.166, NEG: 0.003})",POS,0.16598281264305115,0.002875644015148282,0.8311415910720825
MRO_3,"El objectivo es de mostrar como una parte, un puntito apenas de un accionarial que se hace, que es la reforestación. Este accionarial lo hicimos como campesinos, nosotros como Brigada Ecologica de Casa Congo, con Manuel y Luca. Y pues hicimos este reforestación al lado de la Pita si mas no me equivoco, hay una zona deforestada y los campesinos nos pidieron ayuda de hacer una pequeña reforestación y reforestamos 500 plantas en esa zona. La importancia de porque estávamos reforestando esa vez tiene mucha lógica de no seguir destruyendo, en lo que es las actividades, porque una de las actividades se hace mas frecuente en lo que es el campo es la agricultura. Es una de las actividades de desarrollo para la comunidad. Pero ese mismo actividad tiene beneficios y perjuicios. Entonces, es como ver una foto y ver el perjuicio de una actividad pero a la misa ver un beneficio de otra actividad que se esta realisando.","AnalyzerOutput(output=NEU, probas={NEU: 0.833, POS: 0.133, NEG: 0.034})",NEU,0.8334984183311462,0.03365286439657211,0.13284875452518463
MRO_4,"Estos son tres campesinos ellos fueron los que nos dijeron que les apoyaremos en hacer esta cerca rompimiento. Eso fue le que se realist en una parte del campo y en otra parte se sembraron una zona. Ellos están allí con herramientas para plantar arboles. Comencando a hacer el pared rompimiento. Y esta aprovecando y beneficiándose de una actividad  muy buena, saludable para el medio ambiente equal a saludable para nosotros ","AnalyzerOutput(output=POS, probas={POS: 0.938, NEU: 0.060, NEG: 0.001})",POS,0.06048740819096565,0.0012280086521059275,0.9382846355438232
MRO_5,"Esta foto tiene mucho que decir, yo la miro como arte. Esta foto para mi me dar sentir que no estoy solo, de que en algún momento de paisaje, en alguna parte de la tierra, puedo llegar a un lugar y decir yo amo la naturaleza, puedo rodearme de ella, puedo abrasarla no cortarla. Y esto me da paz, tranquilidad, porque en si es lago de lo que yo amo. Los arboles tienen la misma evolución de crecimiento de como el ser humano. Comienzan pequeños y poco a poco se van creciendo con amor, con protección y esto es como un retrato de una persona, ver y poder ser, poder comportarse como un árbol ese es ponerse en los zapatos de ellos y ver la importancia que tienen cada uno y no solo para uno,  para el ser humano, pero para toda la biodiversidad que hay en el planeta. ","AnalyzerOutput(output=POS, probas={POS: 0.977, NEU: 0.022, NEG: 0.001})",POS,0.022428438067436218,0.0007177164079621434,0.9768537878990173
MRO_6,"Eso es solo una pequeña parte de lo que amo, lo de que me apasiona. Un lugar verde y no que este seco, que no hayga arboles. Entonces como un cambio.","AnalyzerOutput(output=NEU, probas={NEU: 0.692, POS: 0.304, NEG: 0.004})",NEU,0.6923864483833313,0.003777935169637203,0.30383557081222534
MRO_7,"Aqui es como ver y digo, el caballo que estaba allí, esta pastando. Recibiendo un beneficio de la naturaleza y nosotros, uno de los participantes que sale de la Brigada Ecologica. Que va con plantas hacer este la reforestación y seguir brindándosela alimentos directa o indirectamente.","AnalyzerOutput(output=POS, probas={POS: 0.601, NEU: 0.397, NEG: 0.002})",POS,0.3970052897930145,0.0023852649610489607,0.6006093621253967
MRO_8,"Es una de las participantes de la brigada que lleva plantas para hacer la reforestación y para hacer un cambio, un cambio muy hermoso, bello, porque como podemos ver lleva una sonrisa, que es como decir, sentir paz. ","AnalyzerOutput(output=POS, probas={POS: 0.990, NEU: 0.009, NEG: 0.001})",POS,0.009382945485413074,0.0005821510567329824,0.9900348782539368
MRO_9,"En este foto podemos ver que el ser humano hace un poco de daño para un beneficio, de nosotros, que este es una calle y ahi me imaginao que en el pasado habían arboles, y habia pastos y podían andar los animales ahi, y ahora no, hay un cerco, ahi esta una calle donde transitan caros. Esta compactado la tierra es un efecto de lo que nosotros hacemos. Pero lo bueno esto es que  no depalaron los  arboles que estaban allí a la orilla de la calle, y eso nos da un beneficio, sombre y un habitat para los animalitos.","AnalyzerOutput(output=POS, probas={POS: 0.493, NEU: 0.485, NEG: 0.022})",POS,0.4851396083831787,0.02161383628845215,0.49324658513069153
MRO_10,"Esta foto es como estar en un lugar de relajación, unirse una solo, y ser una sola persona naturaleza y el ser humano. Y es bonito porque nosotros lo podemos sentir, ir descalzo y podemos sentir que la naturaleza es tan perfecta en crear tantos paisajes. Y ver de que un mundo sin ser humanos es un mundo hermoso porque no se daña. Nosotros como seres humanos, no todos pero,  pues hay una parte de los seres humanos que si hacemos daño contaminamos, despalamos, hacemos milles de actividades  de que cuando vemos los efectos decimos ‘ha esto paso por que la naturaleza’  pero no vemos atras lo que hicimos y no vemos que atrás esto fue causa de nosotros. ","AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.044, NEG: 0.015})",NEU,0.940468966960907,0.015161081217229366,0.04436991363763809
MRO_11,"Bueno, fue una de los fotos que cuando subí fue un mayor reto. Un esfuerzo y dedicación también a la misma ver de ver que hay milles de lugares donde nosotros podemos esforzar y subir a un punto y ver lo bello que se ve. Un lugar adonde no esta destruido no esta despalado, no hay un rio contaminado. Aqui se ve un rio limpio. Que no hay contaminación no hay bolsas, hombres tirando bomba. Aqui estamos en el torno en el rio de Escalante chacocente, cerca de acá de la comunidad.","AnalyzerOutput(output=POS, probas={POS: 0.968, NEU: 0.031, NEG: 0.001})",POS,0.03082645684480667,0.0009873190429061651,0.9681861996650696
MRO_12,Este es otro lugar para unirnos en otro solo ser. ,"AnalyzerOutput(output=NEU, probas={NEU: 0.804, POS: 0.193, NEG: 0.003})",NEU,0.8042169213294983,0.0031408537179231644,0.1926422119140625
MRO_13,"Esto era un lugar que no se podia plantar. El suelo no era apto para plantar y aqui es el huerto de casa congo que ha cambio, super, ha cambiadomucho que el suelo de acá adonde esta casacongo,  no era tan fértil y no estaba capacitado para tener plantas que podían reproducir que se cayeron un beneficio y es que esta organicamiente que se esta haciendo esto no se esta haciendo con ningún químicos. No estamos dañando a la naturaleza sino mas bien estamos brindando un apoyo. ","AnalyzerOutput(output=NEG, probas={NEG: 0.983, NEU: 0.017, POS: 0.001})",NEG,0.016598043963313103,0.9825953245162964,0.0008065809961408377
MRO_14,"Esta foto fue en la atardecer acá en frente de casa congo esta foto fue después de una pequeña tormenta y quedo sucia con muchos desechos organico y inorgánico al misma vez. Y donde podemos ver que una persona anda al foto en la orilla del mar pudiéndose bañar pero el mar se estaba sucio. Entonces este foto es ver como efecto del cambio climático que nosotros lo hemos estado produciendo de nuestras causas  como lo es botar basura, quemar y muchos actividades que están dañando y que ya han dañado, nuestro planeta. ","AnalyzerOutput(output=NEG, probas={NEG: 0.983, NEU: 0.016, POS: 0.001})",NEG,0.016177833080291748,0.9831330180168152,0.0006891278317198157
MRO_15,"Este foto es de un efecto de una causa que como seres humanos lo hicimos. porque se hecha de ver algunas personas que están iryendo al  mar en unas pangas y estas senores a veces tienden a botar las bolsas que utilizan en el mar, la botan la playa y entonces esto contamina la playa y esto llega al mar y también contamina el mar y también lo que es la fauna marina lo confunden para un alimento este comido por el pez o la tortuga y entonces eso muere. Y en el caso de la pez nosotros nos comemos ese pez, ese pez se va contaminado, como plástico y entonces también recibimos este contaminación. El rio se encarga de sacar esos arboles y los tiran al mar y nosotros cuando vamos al mar nos encontramos muchos arboles en en la y no podemos bañar. ","AnalyzerOutput(output=NEG, probas={NEG: 0.937, NEU: 0.062, POS: 0.001})",NEG,0.06219868361949921,0.9371331930160522,0.0006681200466118753
MRO_16,"Esta foto yo la tome porque esta persona siempre botaba basura en lo que era una pequeña calle. Y pues ellos allí los botaban desechos plásticos, madera, lo orgánico y inorgánico. Y entonces, esta esta foto, ellos miraron que estaba tomando esta foto, y luego de esta foto hubiera un cambio. Entonces esta foto fue como decir esto esta sucio sin palabras ‘’ porque no limpiarlo si esto mas bien da un mal aspecto hacia las casas que están cercas. Y ahora esto esta super cambiado porque hasta que tienen plantas ya no tienen ese zinc y utilizaron plantas de acá del proyecto de agroecologia de casa congo y me sentí feliz porque al ver el cambio.","AnalyzerOutput(output=NEG, probas={NEG: 0.986, NEU: 0.014, POS: 0.000})",NEG,0.013511634431779385,0.9860424399375916,0.0004459753690753132
MRO_17,"Esta foto, yo la tome porque antes no estaba esto. Yo la tome porque antes no estaba esto. Es una foto de cambio. De acá en casa congo adonde esta el vivero. No había arboles no había plantas, entonces es como ver también que ha influido el programa de agroecologia. Que muchos antes pensaba que el proyecto de agroecologia no iba a beneficiar que no iba hacer un cambio. Y esto es como decir que agroecologia si hizo un cambio. Pero no solo agroecologia porque agroecologia solo hizo un paso, el otro paso lo hizo el medio ambiente, es como mano a mano. ","AnalyzerOutput(output=NEU, probas={NEU: 0.581, NEG: 0.412, POS: 0.007})",NEU,0.5810790061950684,0.41210517287254333,0.006815782748162746
MRO_18,"ibamos a pasear, a apreciar el atardecer. Entonces fue una foto de tomar sin darme cuenta. Y entonces ver que estamos aprovechando el potencial lo que tienen los atardeceres, el caminar por la playa puede sentir cada granito de arena, cada brisa del mar, porque así nos conectamos super full con la naturaleza y aparte que disfruta con un amigo disfrutar de esto es sentir estar completo. porque los amigos son como familia y la naturaleza esta la casa.","AnalyzerOutput(output=POS, probas={POS: 0.994, NEU: 0.005, NEG: 0.001})",POS,0.0053270794451236725,0.0007256966200657189,0.9939471483230591
ME_1,"Yo vi la interacción que a naturaleza nos da en la forma en que las animales pueden estar allí y vivir con nosotros y agarrar un cariño. Esa fue una cancha que nosotros teníamos que se llamaba Pulga. Era una hija mas, la adorábamos! Y la interacción le hacia, con la naturaleza, se puede acostar, puede pasear  en ese momento estaba relajada, eso fue que yo mire.","AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.027, NEG: 0.001})",POS,0.02682245895266533,0.0008032185141928494,0.9723743200302124
ME_2,"Una atardecer bonito, los arboles. Mire bonito la tranquilidad de ese momento. Eso es la cancha. La cancha es un lugar recreativo. Todas las tardes aquí vienen diferentes personas, adultos, niños, jóvenes. Es un lugar adonde se pueden llegar a sentar y allí mismo hacen conversaciones entre compañeros y como interactuar entre las personas. Jaja! y cuando llueve van todos corriendo pa mi casa!","AnalyzerOutput(output=POS, probas={POS: 0.975, NEU: 0.024, NEG: 0.001})",POS,0.02393929846584797,0.0005918819224461913,0.9754687547683716
ME_3,"Pulga adentro de la casa. Ella siempre estaba allí en la puerta… El problema fue que o matamos porque era media, como que sea entre tu y yo. Entones para repartirlo lo matamos y cogemos la mitad cada uno. Lo ocupamos para un cumpleaños de Jesus, numero 7. Pero con pesar.","AnalyzerOutput(output=NEG, probas={NEG: 0.856, NEU: 0.143, POS: 0.001})",NEG,0.14319364726543427,0.856066107749939,0.0007403054623864591
ME_4,"Cuando se va la luz tenemos tiempo para platicar toda las cosas entre familia. Mientras que hay luz todas se dedican a su teléfono o una television y es difirente. Entonces por un lado es bonito. Porque se acostumbra a abanicos y cosas así sufres, pero aparte se puede disfrutar una buena platica de cuentos que nos contaban antes, y a los niños se llaman el atención de como era. De das cuenta mas de lo que pasa alrededor. ","AnalyzerOutput(output=POS, probas={POS: 0.892, NEU: 0.105, NEG: 0.003})",POS,0.10492468625307083,0.0030774802435189486,0.8919978141784668
ME_5,"Lo que uno talvez aveces lo tiras a la basura, allí se reutilizas para hacer vivir a una planta, y se ve bonita.  Yo lo tengo entendido que el plástico es bien resistente, entonces usarlo para hacer crecer plantas es una buena manera de reciclar.","AnalyzerOutput(output=POS, probas={POS: 0.840, NEU: 0.158, NEG: 0.001})",POS,0.1580846756696701,0.0014324309304356575,0.8404829502105713
ME_6,"Esa es una insulina, la que sirve para la diabetes. Esa planta me llamo la atención porque nosotros la llevamos pequeñita y se hizo asi grande. Le llevamos con el objetivo que mi mama no suegia tomando pastillas, si no te tomara de ese te. Esta interactuando le digo, esta ayudando a la mama y se ve hermosa. Para mi es muy importante, yo soy una de las  personas que piensan que aveces es mejor tomarse  un te de una plantas que estár bebiendo muchas pastillas que te dañan tu estomago, tu cuerpo. En cambio un te también te relaja, y te esta ayudando con una enfermedad que tiene.","AnalyzerOutput(output=POS, probas={POS: 0.865, NEU: 0.132, NEG: 0.003})",POS,0.13182182610034943,0.002999185584485531,0.8651790022850037
ME_7,"Ese e un almácigo de unos botones que se ven bonito me encantan, me llamo atención por como estaba, en ese tiempo estábamos en bastante invierno que todas las plantas se ven hermosas y me gusta el color que tiene, el morado es un color muy lindo. Yo pienso que eso es como el adorno de la naturaleza, ver muchas flores. Es como que esta arreglado una lugar. Lo hace ver diferente.","AnalyzerOutput(output=POS, probas={POS: 0.982, NEU: 0.017, NEG: 0.001})",POS,0.01735287718474865,0.0006219889037311077,0.982025146484375
ME_8,"Ese es Jesus, el quería ese palo y el decía que era su palito. Entonces yo dije, siéntate allí que te voy a sacar un foto. Para mirar como interactúas con las plantas, para que se mira el amor que le tienes. Esa llanta lo pusimos con el objetivo que las chanchas no llegaban por escobar lo de abajo.","AnalyzerOutput(output=NEU, probas={NEU: 0.612, POS: 0.383, NEG: 0.005})",NEU,0.6123392581939697,0.0045768325217068195,0.38308393955230713
ME_9,"Aqui lo animales pueden pasear, sobrevivir de la naturaleza. Andar tranquilo. Esa era uno que andaba paseando aqui en el cuadro. El cuadro que usan para jugar baseball en los días domingo en la tarde los chicos que juegan pero que en las noches es el coral de las vacas. Entonces hay interacción para todos. Para todos sirve el lugar.  Para ellos cuando hay pasto de allí se alimentan.","AnalyzerOutput(output=NEU, probas={NEU: 0.703, POS: 0.295, NEG: 0.002})",NEU,0.7031324505805969,0.001801752601750195,0.295065701007843
MDA_1,"Esa semilla se llama 440 es un maiz que se desarrolla en zona frescas en zonas caliente como aqui en El Astillero no da. Al tener ese cultivo así da un mejor aire, la cosecha se da una cosecha fértil. Aparte de eso es un fruto del trabajo que nosotros llevamos aqui. Los conocimientos que nos han dado lo aplicamos allí y eso es el resultado de esas plantas pues. ","AnalyzerOutput(output=POS, probas={POS: 0.556, NEU: 0.437, NEG: 0.007})",POS,0.4365842938423157,0.006964421831071377,0.5564512610435486
MDA_2,"Aqui en este momento estamos descansando después que estuvimos aporcando las plantas, trabajando y sembramos naranjo ese dia. Son como las once y media de la mañana ","AnalyzerOutput(output=NEU, probas={NEU: 0.977, POS: 0.020, NEG: 0.004})",NEU,0.9765887260437012,0.0036638877354562283,0.019747406244277954
MDA_3,"Yo me siento que cada día voy aprendiendo mas en agricultura porque antes nosotros sembrábamos pero era punto de líquidos. Por ejemplo hoy tenemos chayote, granadia, plátano y todo eso lo cultivamos de acuerdo de los conocimientos que ustedes nos han dado.  Y con eso nos sentimos tranquilo pues porque ahora ya no estamos deteriorando la tierra porque el veneno es persistente. NO sirve para tomates y la chilota, la friege. Mientras que así tenemos ya el conocimiento básico para echar andar al agricultura cada año. Ya de trece años empeze a trabajar como agricultor pero siempre aplicamos el veneno. Quemamos. Otra de las cosas pues que ya no quemamos la basura [orgánica] sino que la tendemos en la siembra. Y antes no. Era una quemazón que hiciamos y aparte de eso hechabamos liquido que se acababa que matar mas la tierra. ","AnalyzerOutput(output=NEG, probas={NEG: 0.561, NEU: 0.350, POS: 0.089})",NEG,0.3501738905906677,0.5608152747154236,0.08901075273752213
MDA_4,"Alli ella lo tiene puntado, ella me esta diciendo a mi, falta hecha los frijoles y falta hecha unos palitos de papaya en el mismo circo de maíz, adonde queríamos sembrar la papayo, chilota y frijoles. Eramos cinco, pero como falleció pablito, quedamos cuartro. ","AnalyzerOutput(output=NEU, probas={NEU: 0.862, NEG: 0.136, POS: 0.002})",NEU,0.8615137934684753,0.1364763379096985,0.002009877236559987
MDA_5,"Ella es un prima mía, que se quedo encantada porque alla solo siembran maíz y una parte frijol, el chaguite aparte, no como nosotros que combinamos todo. AL mismo tiempo tenemos maíz, tenemos sandia,  tenemos tomates tenemos frijoles y tenemos la chilotas y chayote. Y hemos tenido bastante excito y ahorita estoy sembrando kalala y chayote y natural. Para nosotros nos sentimos económicamente mejor. Porque antes nosotros teníamos que gastar 200 de glysophatos, 200 de gramoxon y todo eso era un gasto innecesario. Y lo decia mira cuanta hemos ahorrado ahora. Aparte de que teníamos que comprar abono. Entonces para una tarea se gastaba casi 600 cordobas y ahora aplicando la nueva técnica nosotoros no gastamos 1 cordoba en liquido, ni en abono ni en los productos de quebrantes. Es natural allí echamos la concha de huevo la cascara de plátano.  La cascara de yuca todo eso se echamos y eso es un abono. Ya tenemos madera, tenemos palos de capulín, Naranja agrio, naranja, limón agrio.","AnalyzerOutput(output=POS, probas={POS: 0.672, NEU: 0.258, NEG: 0.069})",POS,0.25824013352394104,0.06930025666952133,0.672459602355957
MDA_6,"Alli andábamos reconociendo que la mariposa andaba poniendo un gusanito, entonces andábamos hechando arena un cada cojoyito de adonde viene el chilote… al principio le echábamos cipermitrin pero el cipermitirn es muy caliente y quema la mata.","AnalyzerOutput(output=NEU, probas={NEU: 0.756, NEG: 0.241, POS: 0.003})",NEU,0.7559152245521545,0.2412901222705841,0.0027946867048740387
MDA_7,"Estos compañeros, Pablo que esta sentado allí, el es agricultor también. El otro es ingeniero, y se quedo admirado pues del trabajo que estamos haciendo, y entonces el dijo no tengo que ver como están sembrando ustedes porque yo tengo tomates pero ando usando liquido. Y yo dige, anda a ver y después se integro al grupo de nosotros. Ahi sembró de el 4 tareas que es como media manzana y el se dio cuenta de no hay necesidad de liquido, y el es ingeniero, ingeniero agrónomo.","AnalyzerOutput(output=NEU, probas={NEU: 0.716, POS: 0.280, NEG: 0.005})",NEU,0.7155053019523621,0.004836302250623703,0.27965834736824036
MDA_8,Alli ya tenemos el plátano sembrado mira.,"AnalyzerOutput(output=NEU, probas={NEU: 0.907, POS: 0.091, NEG: 0.001})",NEU,0.9073488712310791,0.0012947111390531063,0.09135644137859344
MDA_9,"Ese plastico que esta allí es porque con el viento se mueve y llega el conejo y se come las matitas de frijol, pero el plástico hace un ruido y el conejo se corre.","AnalyzerOutput(output=NEU, probas={NEU: 0.621, NEG: 0.376, POS: 0.003})",NEU,0.6209757328033447,0.3759995698928833,0.0030245990492403507
V_1,"Creo que allí estaba aprendiendo, apenas aprobando la camera. ","AnalyzerOutput(output=NEU, probas={NEU: 0.987, NEG: 0.011, POS: 0.002})",NEU,0.9866456985473633,0.010958741419017315,0.0023954783100634813
